year,Round,Pick,player,position,nationality,picked by,team,strengths,weaknesses,college,listed height,listed weight,date of birth,place of birth,awards,ls_season,ls_team,ls_conf,ls_class,ls_pos,ls_g,ls_gs,ls_mp,ls_fg,ls_fga,ls_fg%,ls_3p,ls_3pa,ls_3p%,ls_2p,ls_2pa,ls_2p%,ls_efg%,ls_ft,ls_fta,ls_ft%,ls_orb,ls_drb,ls_trb,ls_ast,ls_stl,ls_blk,ls_tov,ls_pf,ls_pts,avg_g,avg_gs,avg_mp,avg_fg,avg_fga,avg_fg%,avg_3p,avg_3pa,avg_3p%,avg_2p,avg_2pa,avg_2p%,avg_efg%,avg_ft,avg_fta,avg_ft%,avg_orb,avg_drb,avg_trb,avg_ast,avg_stl,avg_blk,avg_tov,avg_pf,avg_pts,post draft awards,analysis,nba_per,nba_ts_pct,nba_ws_per_48,nba_bpm,nba_vorp,nba_composite_score
2020,2,47,Yam Madar,PG,Israel,Boston Celtics,Hapoel Tel Aviv,High basketball IQ and court vision • Excellent ball handler and playmaker • Strong defensive presence and energy,Needs to improve physical strength • Inconsistent shooting ability • Struggles against physical defenders,,6 ft 3 in,181 lb,2000-12-21,"Beit Dagan , Israel",Israeli League Most Improved Player ( 2020 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EuroLeague Rising Star ( 2023 ), EuroCup champion ( 2025 ), Turkish League champion ( 2024 ), Turkish Cup winner ( 2024 ), ABA League champion ( 2023 ), All-Israeli League Second Team ( 2021 )","The Knicks traded into No. 47 to select Ignas Brazdeikis here. Brazdeikis earned a spot in the late second round thanks to his aggressive scoring instincts and toughness, which helped him earn Big Ten freshmen of the year honors. The Lithuanian-Canadian will need to improve his defense and perimeter shooting consistency to stick in the NBA.",,,,,,
2020,2,48,Nico Mannion,PG,Italy,Golden State Warriors,Arizona,Crafty ball handler and playmaker • Solid mid-range shooter • Comfortable in pick and roll,Inconsistent long-range shooter • Needs to improve shot selection • Struggles against taller defenders,Arizona (2019–2020),6 ft 3 in,190 lb,2001-03-14,"Siena , Italy","Second-team All-Pac-12 ( 2020 ), McDonald's All-American ( 2019 )",2019-20,Arizona,Pac-12,FR,G,32.0,32.0,32.3,4.5,11.5,0.392,1.7,5.1,0.327,2.8,6.4,0.444,0.465,3.3,4.2,0.797,0.3,2.3,2.5,5.3,1.2,0.0,2.6,1.7,14.0,32.0,32.0,32.3,4.5,11.5,0.392,1.7,5.1,0.327,2.8,6.4,0.444,0.465,3.3,4.2,0.797,0.3,2.3,2.5,5.3,1.2,0.0,2.6,1.7,14.0,"EuroCup champion ( 2022 ), 2x Italian Supercup winner ( 2021, 2022 ), LBA Top Scorer ( 2024 ), LBA Domestic Player of the Year ( 2024 )","Florida State's Terance Mann had a strong pre-draft process by showcasing his impressive defensive versatility and high basketball IQ. The Clippers will attempt to hone his scoring ability in the G League with the Agua Caliente Clippers of Ontario to the point that he will need to be guarded, but there are some things to like about his physical tools and versatility.",9.3,0.49,0.03,-3.9,-0.2,9.44
2020,2,49,Isaiah Joe,SG,United States,Philadelphia 76ers,Arkansas,Excellent shooting with good form • Good length and wingspan • Improved turnover ratio,Struggles creating own offense • Lacks strength and finishing ability • Poor shot selection and court vision,Arkansas (2018–2020),6 ft 3 in,165 lb,1999-07-02,"Fort Smith, Arkansas , U.S.","SEC All-Freshman team (2019), Mr. Basketball of Arkansas (2018)",2019-20,Arkansas,SEC,SO,G,26.0,25.0,36.1,5.1,13.8,0.367,3.6,10.6,0.342,1.5,3.3,0.447,0.497,3.1,3.5,0.89,0.5,3.6,4.1,1.7,1.4,0.3,1.7,1.8,16.9,30.0,29.5,33.1,4.75,12.15,0.39,3.45,9.3,0.378,1.25,2.9,0.43,0.534,2.45,2.95,0.823,0.55,2.85,3.45,1.7,1.45,0.2,1.45,1.85,15.4,,"Mississippi State's Quinndary Weatherspoon had a strong pre-draft process starting at the Portsmouth Invitational Tournament and continuing at the NBA combine, earning himself a spot in the draft with his toughness, defensive versatility and budding 3-point shooting.",10.57,0.56,0.08,-2.23,0.17,13.51
2020,2,50,Skylar Mays,PG,United States,Atlanta Hawks,LSU,Four-year starter with defensive prowess • Improved three-point shooter at 39% • Effective rebounder and facilitator,"Older at 23, may affect draft stock • Inconsistent offensive production • Struggles off the ball on both ends",LSU (2016–2020),6 ft 3 in,205 lb,1997-09-05,"Baton Rouge, Louisiana , U.S.","First-team All- SEC (2020), Second-team All-SEC (2019), Academic All-American of the Year (2020), 2x First-team Academic All-American ( 2019, 2020 ), Second-team Academic All-American ( 2018 )",2019-20,Louisiana State,SEC,SR,G,31.0,31.0,34.4,5.5,11.1,0.491,1.6,4.1,0.394,3.8,7.0,0.548,0.564,4.2,4.9,0.854,0.5,4.5,5.0,3.2,1.8,0.2,2.3,1.7,16.7,32.5,30.25,30.375,4.025,8.95,0.442,1.325,3.825,0.346,2.675,5.175,0.515,0.514,3.1,3.675,0.841,0.475,3.15,3.625,2.95,1.65,0.175,1.85,1.7,12.425,,"The Jazz traded into No. 50 to select Jarrell Brantley here. College of Charleston's Brantley has the honor of being the first player not in the ESPN 100 to be drafted. He had a strong showing at the Portsmouth Invitational Tournament, but didn't receive an invite to the G League or NBA Combines. Brantley's shredded frame and impressive shot-creation ability are unique for a big man, and will make him a load for opposing big men to contain in the NBA G League next year.",15.97,0.59,0.12,-0.03,0.13,16.59
2020,2,51,Justinian Jessup,SG,United States,Golden State Warriors,Boise State,"Improved shooter with high free-throw accuracy • Low turnover rate at 1.3 per game • Good size for NBA transition at 6'7""",Limited to primarily shooting role • Lacks speed and defensive ability • Older prospect with delayed NBA start,Boise State (2016–2020),6 ft 6 in,214 lb,1998-05-23,"Longmont, Colorado , U.S.","Second-team All- Mountain West (2020), Third-team All-Mountain West (2019)",2019-20,Boise State,MWC,SR,G,32.0,32.0,36.0,5.4,12.6,0.426,3.1,7.7,0.397,2.3,4.9,0.471,0.547,2.2,2.3,0.959,1.0,3.5,4.4,2.1,1.4,0.5,1.3,2.2,16.0,32.25,30.0,31.15,4.2,9.725,0.428,2.525,6.175,0.405,1.675,3.575,0.468,0.56,1.35,1.6,0.813,0.575,3.55,4.1,2.0,1.2,0.475,1.275,2.15,12.25,,"LSU's Tremont Waters fell deep in the second round due to concerns around his lack of size and slender frame, but he may be able to earn a roster spot in the NBA down the road thanks to his excellent ballhandling skills, shiftiness, pull-up jumper and court vision.",,,,,,
2020,2,52,Kenyon Martin Jr.,SG,United States,Houston Rockets,IMG Academy,Athletic finisher with excellent verticality • Strong defensive versatility and high motor • Improved outside shooting for a big,Inconsistent jump shot rhythm • Can struggle against physical NBA forwards • Raw ball-handling,,6 ft 6 in,215 lb,2001-01-06,"Los Angeles, California , U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBA G League All-Rookie Team ( 2021 ),"Jalen McDaniels' size, ballhandling and defensive versatility are interesting enough to warrant a pick at this stage of the draft, even if his slender frame will have to improve to earn a roster spot eventually.",,,,,,
2020,2,53,Cassius Winston,PG,United States,Washington Wizards,Michigan State,Excellent floor vision and passing • Strong leadership and intangibles • Effective pick and roll player,Lacks NBA-level athleticism • Slow shooting release • Struggles with turnovers,Michigan State (2016–2020),6 ft 1 in,185 lb,1998-02-28,"Detroit, Michigan , U.S.","2× Consensus second-team All-American ( 2019, 2020 ), Big Ten Player of the Year (2019), 2× First-team All Big Ten (2019, 2020), Third-team All-Big Ten (2018), Big Ten tournament MOP ( 2019 ), Mr. Basketball of Michigan (2016)",2019-20,Michigan State,Big Ten,SR,G,30.0,30.0,32.7,6.2,13.8,0.448,2.4,5.6,0.432,3.7,8.1,0.459,0.536,3.8,4.5,0.852,0.2,2.3,2.5,5.9,1.2,0.0,3.2,2.0,18.6,34.75,27.0,28.75,4.675,10.15,0.46,1.875,4.325,0.427,2.775,5.775,0.482,0.553,2.975,3.525,0.842,0.225,2.475,2.675,6.375,0.9,0.075,2.7,2.0,14.175,German Cup winner (2023),"Hofstra's Justin Wright-Foreman was one of the best scorers in college basketball and should continue to do the same at the G League level with his deep range, ability to make jumpers off the bounce, and explosive athleticism. Wright-Foreman will need to improve his court vision and defensive intensity. But he has some intriguing ingredients to work with as one of the younger seniors to hear his name called.",8.4,0.56,0.04,-6.25,-0.05,10.3
2020,2,54,Cassius Stanley,SG,United States,Indiana Pacers,Duke,Explosive athleticism and finishing ability • Effective in transition and as a rebounder • Improved as a spot-up shooter,Needs better ball handling and passing • Defensive discipline and awareness lacking • Inconsistent shooting and scoring,Duke (2019–2020),6 ft 5 in,190 lb,1999-08-18,"Los Angeles, California",ACC All-Freshman Team (2020),2019-20,Duke,ACC,FR,G,29.0,29.0,27.4,4.4,9.3,0.474,1.1,3.0,0.36,3.3,6.3,0.527,0.531,2.7,3.6,0.733,1.9,3.0,4.9,1.0,0.7,0.7,1.9,2.2,12.6,29.0,29.0,27.4,4.4,9.3,0.474,1.1,3.0,0.36,3.3,6.3,0.527,0.531,2.7,3.6,0.733,1.9,3.0,4.9,1.0,0.7,0.7,1.9,2.2,12.6,,"Iowa State's Marial Shayok earned a spot in the late second round by exploding in his fifth year of college basketball and developing into one of the best players in the Big 12. While slender at under 200 pounds, the wing of South Sudanese heritage has a 7-foot wingspan that allows him to play bigger than his size.",6.75,0.45,-0.01,-8.5,-0.2,5.2
2020,2,55,Jay Scrubb,SG,United States,Los Angeles Clippers,John A. Logan College,Explosive athlete with good finishing ability • Strong scoring and playmaking in transition • Effective at drawing fouls and scoring,Prone to over-dribbling and tunnel vision • Inconsistent 3-point and free throw shooting • Needs improvement in defensive commitment,John A. Logan (2018–2020),6 ft 4 in,220 lb,2000-09-01,"Louisville, Kentucky , U.S.",NABC Junior College Player of the Year (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kyle Guy was the third player to be drafted off of Virginia's national championship squad. Guy is one of the best shooters in the draft, capable of coming off screens, but also able to attack closeouts, boasting a little more versatility than your typical spot-up shooter. His lack of size, length and poor frame may hinder him defensively at the NBA level, but he does have one skill he can hang his hat on with his ability to stretch defenses from beyond the 3-point line.",9.93,0.59,0.0,-5.87,-0.1,9.45
2020,2,56,Grant Riller,SG,United States,Charlotte Hornets,College of Charleston,"Explosive leaping, creative scorer • Excellent athleticism, good defender • Improved assists, solid shooter",Undersized for shooting guard • Limited by age and competition level • Defensive engagement and strength issues,College of Charleston (2016–2020),6 ft 1 in,190 lb,1997-02-08,"Orlando, Florida , U.S.","3× First-team All- CAA (2018–2020), CAA tournament MVP ( 2018 )",2019-20,College of Charleston,CAA,SR,G,31.0,31.0,33.5,7.3,14.7,0.499,1.5,4.2,0.362,5.8,10.5,0.554,0.551,5.7,6.9,0.827,0.5,4.6,5.1,3.9,1.6,0.3,3.1,2.3,21.9,33.0,30.75,32.4,6.7,12.925,0.517,1.425,4.0,0.354,5.3,8.925,0.591,0.573,4.0,5.05,0.79,0.475,2.875,3.35,2.8,1.25,0.25,2.175,1.95,18.875,,"The Nets traded down to No. 56 to select Jaylen Hands here. UCLA's Hands is one of the better athletes selected in the second round, and also has some interesting perimeter shooting ability, giving him two skills that can possibly be developed at just 20 years old. Hands' slender frame, average decision making and defensive intensity will need work to earn a roster spot at the NBA level eventually.",23.6,0.75,0.18,5.1,0.0,24.24
2020,2,57,Reggie Perry,PF,United States,Brooklyn Nets,Mississippi State,Exceptional physical and athletic traits • Versatile scorer with improving shooting • Strong rebounder and post player,Inconsistent game understanding • Limited shot blocking and rim protection • Struggles with emotional control and finesse,Mississippi State (2018–2020),6 ft 8 in,250 lb,2000-03-21,"Flowood, Mississippi , U.S.","SEC Co-Player of the Year – AP (2020), First-team All- SEC (2020), SEC All-Freshman Team (2019), McDonald's All-American ( 2018 ), FIBA Under-19 World Cup MVP ( 2019 )",2019-20,Mississippi State,SEC,SO,F,31.0,31.0,31.1,5.9,11.8,0.5,0.7,2.3,0.324,5.2,9.5,0.542,0.531,4.8,6.3,0.768,3.1,6.9,10.1,2.3,0.8,1.2,2.9,3.1,17.4,32.5,24.5,27.5,4.7,9.35,0.501,0.5,1.7,0.303,4.15,7.65,0.544,0.528,3.6,4.85,0.742,2.85,5.75,8.65,1.45,0.7,0.95,2.2,3.0,13.55,All-NBA G League Second Team ( 2022 ),"The Pistons traded into No. 57 to select Jordan Bone here. Bone ranked among the best athletes tested in nearly every category at the NBA combine, and also had a winning pedigree as the point guard of a Tennessee team that significantly exceeded expectations the past two seasons. Bone's basketball IQ and scoring consistency will have to improve to carve out a roster spot in the NBA, but his quickness, ability to change speeds and explosiveness playing above the rim are hard to find.",7.6,0.73,0.06,-7.8,-0.1,13.88
2020,2,58,Paul Reed,PF,United States,Philadelphia 76ers,DePaul,"High energy, versatile defender with 7'2"" wingspan • Effective transition scorer and shot blocker • Strong finisher, good in pick and roll situations","Inconsistent shooting and mechanics • Questionable decision making, needs better control • Lacks post game and fundamental skills",DePaul (2017–2020),6 ft 9 in,210 lb,1999-06-14,"Orlando, Florida , U.S.","Second-team All-Big East ( 2020 ), Big East Most Improved Player ( 2019 )",2019-20,East Tennessee State,Southern,FR,F,7.0,0.0,4.6,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.0,0.4,0.0,0.1,0.6,0.7,0.0,0.0,0.3,0.1,0.7,0.6,7.0,0.0,4.6,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.0,0.4,0.0,0.1,0.6,0.7,0.0,0.0,0.3,0.1,0.7,0.6,"NBA G League MVP ( 2021 ), NBA G League Rookie of the Year (2021), All-NBA G League First Team (2021), NBA G League All-Defensive Team (2021), NBA G League All-Rookie Team (2021)","The Jazz traded into No. 58 to select Miye Oni here. Yale's Oni is the first player drafted from the Ivy League since 1995, and he does have some things he can hang his hat on with his size, length, perimeter shooting and passing ability. Oni is raw in a few different areas, namely his ballhandling and decision-making, but he does have the outlines of a 3-and-D player if his body improves.",20.6,0.58,0.18,0.33,0.23,18.93
2020,2,59,Jalen Harris,SG,United States,Toronto Raptors,Nevada,Prolific scorer with deep shooting range • High-scoring instincts and quick release • Solid athleticism and driving ability,Questionable shot selection • Defensive lapses and effort inconsistencies • Off-court concerns impacting availability,Louisiana Tech (2016–2018) Nevada (2019–2020),6 ft 4 in,195 lb,1998-08-14,"Dallas, Texas , U.S.","Conference USA All-Freshman Team (2017), Mountain West Newcomer of the Year (2020), First-team All-Mountain West (2020)",2019-20,Army,Patriot,FR,G,13.0,2.0,8.7,0.5,1.8,0.25,0.3,0.8,0.364,0.2,1.0,0.154,0.333,0.5,0.8,0.6,0.0,0.5,0.5,1.2,0.5,0.0,1.3,1.1,1.7,13.0,2.0,8.7,0.5,1.8,0.25,0.3,0.8,0.364,0.2,1.0,0.154,0.333,0.5,0.8,0.6,0.0,0.5,0.5,1.2,0.5,0.0,1.3,1.1,1.7,"All-CEBL First Team ( 2022 ), All-CEBL Second Team ( 2024 )","Dewan Hernandez lost his entire junior season by a surprisingly harsh ruling made by the NCAA. But he was able to get his draft stock back on track at the G League combine, and then the NBA combine, by virtue of his terrific motor. Hernandez's energy will help the Raptors 905 initially, and he may be able to push for a roster spot eventually if his perimeter skill set and defensive consistency improves.",15.2,0.63,0.08,0.3,0.1,15.92
2020,2,60,Sam Merrill,SG,United States,Milwaukee Bucks,Utah State,Elite catch-and-shoot marksman • High basketball IQ and spacing • Consistent free-throw shooter,Limited defensive versatility • Undersized for shooting guard position • Below-average athletic explosiveness,Utah State (2016–2020),6 ft 4 in,205 lb,1996-05-15,"Albuquerque, New Mexico , U.S.","AP Honorable Mention All-American ( 2019 ), Mountain West Player of the Year ( 2019 ), 2× First-team All- Mountain West (2019, 2020), Third-team All-Mountain West (2018), 2× Mountain West tournament MVP ( 2019 , 2020 )",2019-20,Utah State,MWC,SR,G,32.0,32.0,35.0,6.1,13.2,0.461,2.8,6.8,0.41,3.3,6.4,0.515,0.566,4.7,5.3,0.893,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.3,19.7,32.75,29.5,33.1,5.375,11.475,0.469,2.425,5.725,0.425,3.0,5.75,0.513,0.575,3.35,3.775,0.882,0.275,3.325,3.6,3.625,1.0,0.2,1.575,2.4,16.575,NBA champion ( 2021 ),"Vlade Divac drafted fellow Serbian Vanja Marinkovic with the final pick of the NBA draft. Marinkovic had a strong season in Partizan as a volume scorer from the perimeter. He'll likely be stashed for a few years and will have an opportunity to earn a roster spot if his athleticism, defense, ballhandling and shooting consistency improve.",11.63,0.54,0.1,-1.8,0.0,14.08
2020,,,Ty-Shon Alexander,SG,United States,,Creighton,Elite transition scorer with deep range • Strong defensive anticipation • Good athleticism and slashing ability,Inconsistent playmaking decision‑making • Below‑average free‑throw consistency • Limited isolation creation,Creighton (2017–2020),6 ft 3 in,195 lb,1998-07-16,"Charlotte, North Carolina , U.S.",First-team All-Big East (2020),2019-20,Creighton,Big East,JR,G,31.0,31.0,34.7,5.3,12.2,0.431,2.6,6.5,0.399,2.6,5.6,0.469,0.538,3.8,4.4,0.86,0.3,4.8,5.0,2.3,1.3,0.3,1.4,1.7,16.9,32.667,22.0,28.333,4.1,9.767,0.418,2.167,5.733,0.366,1.933,4.0,0.507,0.528,2.4,2.9,0.787,0.333,3.4,3.7,2.267,0.933,0.233,1.533,1.567,12.7,"NBA G League champion ( 2023 ), Italian Supercup winner ( 2021 )",,4.2,0.35,-0.05,-6.5,-0.1,2.4
2020,,,Jarron Cumberland,SG,United States,,Cincinnati,Prolific scorer with strong midrange game • Solid three‑point shooting efficiency • High basketball IQ and leadership,Undersized for shooting guard • Below‑average athleticism • Inconsistent defensive effort,Cincinnati (2016–2020),6 ft 5 in,205 lb,1997-09-22,"Wilmington, Ohio , U.S.","AAC Player of the Year (2019), AAC Co-Sixth Man of the Year ( 2017 ), 2× First-team All-AAC (2019, 2020), AAC tournament MVP ( 2019 )",2019-20,Cincinnati,AAC,SR,G,27.0,27.0,32.4,4.3,11.3,0.384,1.7,5.3,0.313,2.7,6.0,0.447,0.457,5.2,6.9,0.753,0.6,3.3,3.8,4.9,1.0,0.7,3.7,2.3,15.5,33.25,24.5,28.225,4.2,10.25,0.422,1.7,4.8,0.349,2.55,5.45,0.5,0.506,3.425,4.65,0.712,1.0,2.675,3.65,3.225,1.025,0.45,2.3,2.125,13.525,,,8.4,0.5,0.08,-6.6,0.0,10.56
2020,,,Nate Darling,SG,Canada,,Delaware,Deadly three‑point shooter with quick release • Excellent off‑ball movement • Efficient catch‑and‑shoot ability,Undersized offensively • Inconsistent on‑ball playmaking • Lacks defensive versatility,UAB (2016–2018) Delaware (2019–2020),6 ft 5 in,200 lb,1998-08-30,"Halifax, Nova Scotia , Canada",First-team All- CAA (2020),2019-20,Delaware,CAA,SR,G,32.0,32.0,38.3,6.8,15.3,0.446,3.3,8.4,0.399,3.5,6.9,0.502,0.555,4.0,4.7,0.854,0.4,3.5,3.9,2.8,0.8,0.2,2.8,1.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,0.54,0.04,-4.0,0.0,10.8
2020,,,Javin DeLaurier,C,United States,,Duke,Versatile big with solid rim‑running ability • Good passing skills for a big • Strong defensive rebounder,Limited low‑post scoring arsenal • Below‑average athletic explosiveness • Inconsistent outside shooting,Duke (2016–2020),6 ft 10 in,234 lb,1998-04-07,"Mission Viejo, California , U.S.",,2019-20,Duke,ACC,SR,F,31.0,2.0,13.2,1.3,2.4,0.554,0.0,0.2,0.167,1.3,2.2,0.588,0.561,0.8,1.3,0.667,1.2,2.4,3.5,0.5,0.6,0.9,0.7,2.3,3.5,28.5,5.75,12.35,1.275,1.875,0.69,0.0,0.125,0.073,1.25,1.75,0.738,0.694,0.55,1.025,0.507,1.3,2.15,3.45,0.375,0.6,0.775,0.725,2.25,3.075,"Lithuanian League champion ( 2024 ), All-CEBL First Team ( 2021 ), CEBL rebounding champion (2021)",,15.6,,0.26,7.0,0.0,13.2
2020,,,Mamadi Diakite,PF,Guinea,,Virginia,Efficient pick‑and‑pop shooting • Solid shot‑blocking and rim protection • High basketball IQ and work ethic,Limited isolation creation • Below‑average athleticism • Underdeveloped midrange game,Virginia (2016–2020),6 ft 9 in,228 lb,1997-01-21,"Conakry , Guinea","NCAA champion (2019), Second-team All-ACC (2020)",2019-20,Virginia,ACC,SR,F,30.0,30.0,32.8,5.0,10.5,0.478,0.7,1.8,0.364,4.3,8.6,0.502,0.51,3.1,4.1,0.754,1.6,5.2,6.8,0.6,0.8,1.3,2.1,2.0,13.7,33.5,13.0,21.05,3.0,5.75,0.537,0.225,0.625,0.31,2.775,5.05,0.558,0.552,1.375,1.9,0.695,1.225,2.975,4.2,0.3,0.475,1.175,1.05,2.15,7.575,"NBA champion ( 2021 ), NBA G League champion ( 2021 ), NBA G League Showcase Cup champion ( 2023 ), All-NBA G League First Team (2021), NBA G League All-Defensive Team (2021), NBA G League All-Rookie Team (2021)",,10.97,0.53,0.08,-3.6,-0.07,12.36
2020,,,Devon Dotson,PG,United States,,Kansas,Quick first step and explosive guard scoring • Excellent pick‑and‑roll playmaking • Energetic on‑ball defender,Inconsistent jump shot • Below‑average size • Turnover prone,Kansas (2018–2020),6 ft 1 in,185 lb,1999-08-02,"Chicago, Illinois , U.S.","Consensus second-team All-American ( 2020 ), First-team All- Big 12 (2020), Third-team All-Big 12 (2019), Big 12 All-Freshman Team (2019), McDonald's All-American ( 2018 )",2019-20,Kansas,Big 12,SO,G,30.0,30.0,34.9,6.1,13.0,0.468,1.3,4.1,0.309,4.8,8.9,0.541,0.517,4.7,5.7,0.83,0.6,3.5,4.1,4.0,2.1,0.1,2.4,1.8,18.1,33.0,33.0,33.65,5.1,10.75,0.475,1.1,3.3,0.336,4.0,7.4,0.537,0.526,3.95,4.9,0.806,0.6,3.3,3.9,3.75,1.75,0.1,2.35,2.15,15.2,,,11.3,0.41,0.07,-2.7,0.0,9.92
2020,,,Jeff Dowtin,PG,United States,,Rhode Island,Solid ball‑handler and playmaker • Good finishing at the rim • Reliable perimeter shooter,Lacks ideal size for guard • Inconsistent jump shooting • Limited defensive strength,Rhode Island (2016–2020),6 ft 3 in,177 lb,1997-05-10,"Upper Marlboro, Maryland , U.S.","Third-team All- Atlantic 10 (2020), Atlantic 10 All-Rookie Team (2017)",2019-20,Rhode Island,A-10,SR,G,29.0,29.0,35.6,5.0,11.6,0.429,1.2,3.4,0.36,3.7,8.1,0.458,0.482,2.7,3.6,0.757,0.7,2.9,3.5,3.2,1.3,0.3,1.1,1.3,13.9,32.0,28.5,31.825,4.1,9.125,0.442,0.975,2.725,0.363,3.1,6.35,0.478,0.498,1.95,2.7,0.696,0.65,2.25,2.875,3.675,1.025,0.375,1.25,1.55,11.075,NBA G League champion (2021),,8.2,0.41,0.02,-3.75,-0.05,7.5
2020,,,Jaime Echenique,C,Colombia,,Wichita State,Strong interior scorer with physical presence • Excellent rebounder • Good shot‑blocking instincts,Below‑average mobility • Limited outside shooting • Raw offensive polish,Trinity Valley CC (2016–2018) Wichita State (2018–2020),6 ft 10 in,258 lb,1997-04-27,"Barranquilla , Colombia",Second-team All- AAC (2020),2019-20,Wichita State,AAC,SR,F,27.0,24.0,23.4,4.1,8.4,0.487,0.1,0.8,0.19,4.0,7.7,0.517,0.496,3.0,3.8,0.784,2.0,5.1,7.1,0.6,0.7,1.6,1.6,2.8,11.3,32.0,29.0,20.65,3.85,7.5,0.515,0.2,0.8,0.288,3.65,6.75,0.541,0.532,2.3,3.15,0.716,1.9,4.6,6.55,0.5,0.6,1.5,1.45,2.95,10.25,,,0.0,,-0.01,-8.5,0.0,-3.8
2020,,,Rob Edwards,SG,United States,,Arizona State,Efficient three‑point shooter • High basketball IQ and teamwork • Solid ball‑handling for a guard,Below‑average athletic explosiveness • Inconsistent defensive effort • Limited playmaking size,Cleveland State (2015–2017) Arizona State (2018–2020),6 ft 5 in,205 lb,1997-01-20,"Detroit, Michigan , U.S.","Second-team All- Horizon League (2017), Horizon League All-Freshman Team (2016)",2019-20,Arizona State,Pac-12,SR,G,31.0,28.0,28.5,3.8,10.0,0.379,2.4,6.5,0.363,1.4,3.5,0.407,0.497,1.7,2.2,0.754,0.5,3.1,3.6,0.7,1.1,0.1,1.8,2.2,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,0.38,-0.18,-11.2,0.0,-4.08
2020,,,Malik Fitts,PF,United States,,Saint Mary's,Versatile forward with strong midrange shooting • Good rebounding instincts • Efficient free‑throw shooter,Below‑average athleticism • Limited shot creation off the dribble • Inconsistent perimeter defense,South Florida (2016–2017) Saint Mary's (2018–2020),6 ft 6 in,230 lb,1997-07-04,"Lynwood, California , U.S.","First-team All- WCC (2020), Second-team All-WCC (2019)",2019-20,St. Mary's (CA),WCC,JR,F,34.0,34.0,34.2,5.6,11.9,0.472,1.9,4.6,0.408,3.7,7.3,0.512,0.551,3.4,4.2,0.799,1.0,6.1,7.1,1.2,1.4,0.4,1.9,2.6,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,0.62,0.2,0.35,0.05,20.54
2020,,,Jordan Ford,PG,United States,,Saint Mary's,Elite catch-and-shoot scorer with deep range • High free-throw accuracy • Quick decision-making and off-ball movement,Below-average athleticism • Limited defensive range • Inconsistent playmaking creation,Saint Mary's (2016–2020),6 ft 1 in,175 lb,1998-05-26,"Citrus Heights, California , U.S.","2× First-team All- WCC (2019, 2020)",2019-20,St. Mary's (CA),WCC,SR,G,34.0,34.0,38.0,7.9,16.1,0.492,2.5,6.1,0.411,5.4,10.0,0.541,0.57,3.4,4.1,0.836,0.6,2.5,3.0,2.3,1.4,0.0,1.5,1.1,21.9,33.25,26.0,27.025,5.075,10.375,0.47,1.575,3.825,0.406,3.5,6.55,0.51,0.551,2.35,2.925,0.802,0.425,1.85,2.275,1.775,0.925,0.025,1.15,1.125,14.125,,,,,,,,
2020,,,Trent Forrest,PG/SG,United States,,Florida State,Versatile two-way guard with strong defensive instincts • Excellent playmaker and decision-maker • High basketball IQ and leadership,Below-average three-point shooting efficiency • Limited scoring aggressiveness • Lacks elite athletic explosiveness,Florida State (2016–2020),6 ft 4 in,210 lb,1998-06-12,"Dothan, Alabama , U.S.",Second-team All-ACC ( 2020 ),2019-20,Florida State,ACC,SR,G,31.0,31.0,30.9,4.2,9.1,0.459,0.5,1.8,0.281,3.7,7.3,0.504,0.488,2.7,3.3,0.822,1.1,3.3,4.4,4.0,1.9,0.6,3.0,1.5,11.6,34.25,17.25,25.45,2.875,6.225,0.466,0.2,0.8,0.213,2.675,5.425,0.496,0.48,2.475,3.275,0.744,1.025,3.1,4.125,3.35,1.65,0.325,1.925,1.5,8.425,,,9.4,0.51,0.06,-2.47,0.03,11.61
